Weapon,Class,Slot,Attachment,Factory Default,Visual Model,Internal Weapon,Internal Attachment
DRS IAR,LMG,Magazine,Extended Fast Mag III,,,m27iar,extended3fast
DRS IAR,LMG,Magazine,Extended Magazine IV,,,m27iar,extended4
DRS IAR,LMG,Magazine,Extended Magazine V,,,m27iar,extended5
DRS IAR,LMG,Magazine,Fast Mag,,,m27iar,fast
DRS IAR,LMG,Magazine,Standard Magazine,yes,,m27iar,regular
DRS IAR,LMG,Ammo,Synthetic Tip,,,m27iar,ballistictip
DRS IAR,LMG,Ammo,FMJ,yes,,m27iar,fmj
DRS IAR,LMG,Ammo,Frangible,,,m27iar,frangible
DRS IAR,LMG,Ammo,Hollow Point,,,m27iar,hollowpoint
DRS IAR,LMG,Ammo,Polymer Case,,,m27iar,polymer_case
DRS IAR,LMG,Ammo,Tungsten Core,,,m27iar,tungsten
DRS IAR,LMG,Bottom Rail,6H64 Vertical,,yes,m27iar,6ch64_vertical
DRS IAR,LMG,Bottom Rail,Bcm Stubby,,yes,m27iar,bcm_stubby
DRS IAR,LMG,Bottom Rail,Bt Grip Pod QD,,yes,m27iar,bt_grippod_qd
DRS IAR,LMG,Bottom Rail,Fab Tfs,,yes,m27iar,fab_tfs
DRS IAR,LMG,Bottom Rail,GPS2,,,m27iar,gps2
DRS IAR,LMG,Bottom Rail,Hfga,,yes,m27iar,hfga
DRS IAR,LMG,Bottom Rail,Kac Vertical Grip,,yes,m27iar,kac_vertical_grip
DRS IAR,LMG,Bottom Rail,Lt706 QD Harris Bipod,yes,yes,m27iar,lt706qdharrisbipod
DRS IAR,LMG,Bottom Rail,Lwrci Vfg,,yes,m27iar,lwrci_vfg
DRS IAR,LMG,Bottom Rail,Magpul Afg,,yes,m27iar,magpul_afg
DRS IAR,LMG,Bottom Rail,Magpul AFG2,,yes,m27iar,magpul_afg2
DRS IAR,LMG,Bottom Rail,Magpul Mvg,,yes,m27iar,magpul_mvg
DRS IAR,LMG,Bottom Rail,Msbs A2 Grip,,yes,m27iar,msbs_a2_grip
DRS IAR,LMG,Bottom Rail,Qbz Grip Pod,,,m27iar,qbz_grippod
DRS IAR,LMG,Bottom Rail,Tango Stubby,,yes,m27iar,tango_stubby
DRS IAR,LMG,Bottom Rail,Tangodown Vertical,,yes,m27iar,tangodown_vertical
DRS IAR,LMG,Bottom Rail,Troy,,yes,m27iar,troy
DRS IAR,LMG,Bottom Rail,Zenitco RK1,,yes,m27iar,zenitco_rk1
DRS IAR,LMG,Top Rail,Anpeq16b,,yes,m27iar,anpeq16b
DRS IAR,LMG,Top Rail,Dbal-a3,,yes,m27iar,dbal-a3
DRS IAR,LMG,Top Rail,La23peq,,yes,m27iar,la23peq
DRS IAR,LMG,Top Rail,Mepro Sting,,yes,m27iar,mepro_sting
DRS IAR,LMG,Top Rail,Perst4,,yes,m27iar,perst4
DRS IAR,LMG,Top Rail,Raidxe,,yes,m27iar,raidxe
DRS IAR,LMG,Right Rail,Modulemk3,,yes,m27iar,modulemk3
DRS IAR,LMG,Right Rail,Sf300,,,m27iar,sf300
DRS IAR,LMG,Right Rail,Tl Missionlight,,yes,m27iar,tl_missionlight
DRS IAR,LMG,Ergonomic,Magwell Flare,,yes,m27iar,flaredmagwell
DRS IAR,LMG,Ergonomic,Match Trigger,,,m27iar,matchtrigger
DRS IAR,LMG,Ergonomic,Rail Cover,,yes,m27iar,railcover
DRS IAR,LMG,Ergonomic,Recoil Buffer,,,m27iar,recoilbuffer
M-60,LMG,Scope,A-P2 1.75X,,yes,m60e6,acrop2
M-60,LMG,Scope,PAS 35 3.00X,,yes,m60e6,anpas35
M-60,LMG,Scope,Baker 3.00X,yes,yes,m60e6,bravo3
M-60,LMG,Scope,BF 2M 2.50X,,,m60e6,cod2m
M-60,LMG,Scope,CCO 2.00X,,yes,m60e6,compm5b
M-60,LMG,Scope,Mini Flex 1.00X,,yes,m60e6,eflxmini
M-60,LMG,Scope,Elcandr,,yes,m60e6,elcandr
M-60,LMG,Scope,LDS 4.50X,,yes,m60e6,elcanlds
M-60,LMG,Scope,Holosundrsth,,yes,m60e6,holosundrsth
M-60,LMG,Scope,Iron Sights,,yes,m60e6,iron_sights
M-60,LMG,Scope,Marchffpshorty,,yes,m60e6,marchffpshorty
M-60,LMG,Scope,RO-M 1.75X,,yes,m60e6,meprom22
M-60,LMG,Scope,Osa-7 1.00X,,yes,m60e6,opk7
M-60,LMG,Scope,Pg350,,yes,m60e6,pg350
M-60,LMG,Scope,R-MR 1.00X,,yes,m60e6,rmr
M-60,LMG,Scope,R4T 2.00X,,yes,m60e6,romeo4t
M-60,LMG,Scope,ROX 1.50X,,yes,m60e6,romeox
M-60,LMG,Scope,Shieldcqs,,yes,m60e6,shieldcqs
M-60,LMG,Scope,Spitfire,,yes,m60e6,spitfire
M-60,LMG,Scope,Steinert536,,yes,m60e6,steinert536
M-60,LMG,Scope,S-VPS 6.00X,,yes,m60e6,tango6t
M-60,LMG,Scope,RO-M 1.75X,,yes,m60e6,trijiconmro
M-60,LMG,Scope,Trijiconrco,,yes,m60e6,trijiconrco
M-60,LMG,Scope,Trijiconreapir,,yes,m60e6,trijiconreapir
M-60,LMG,Scope,SDO 3.50X,,yes,m60e6,trijiconsdo
M-60,LMG,Scope,RO-S 1.25X,,yes,m60e6,trijiconsro
M-60,LMG,Scope,Trijiconvcog,,yes,m60e6,trijiconvcog
M-60,LMG,Scope,3VZR 1.75X,,yes,m60e6,vzor3
M-60,LMG,Scope,XPS3,,yes,m60e6,xps3
M-60,LMG,Secondary Sight,Canted Iron Sights,,yes,m60e6,cantedironsights
M-60,LMG,Secondary Sight,Cantedreflex,,yes,m60e6,cantedreflex
M-60,LMG,Secondary Sight,G43 Magnifier,,yes,m60e6,g43magnifier
M-60,LMG,Secondary Sight,Offsetreddot,,,m60e6,offsetreddot
M-60,LMG,Barrel,Heavy Barrel,yes,yes,m60e6,heavybarrel
M-60,LMG,Barrel,Heavy Extended Barrel,,yes,m60e6,heavyextendedbarrel
M-60,LMG,Barrel,Light Barrel,,yes,m60e6,lightbarrel
M-60,LMG,Muzzle,Aac SDN6 Suppressor,,yes,m60e6,aac_sdn6_suppressor
M-60,LMG,Muzzle,Aactitanmb,,yes,m60e6,aactitanmb
M-60,LMG,Muzzle,Flash Hider M60e6,yes,yes,m60e6,flashhiderm60e6
M-60,LMG,Muzzle,Hx QD 762 Suppressor,,yes,m60e6,hxqd762suppressor
M-60,LMG,Muzzle,Linear Comp,,yes,m60e6,kvpmachlinearcomp
M-60,LMG,Muzzle,Lantacdragonmb,,yes,m60e6,lantacdragonmb
M-60,LMG,Muzzle,Qcherrybomb,,yes,m60e6,qcherrybomb
M-60,LMG,Muzzle,Sandman-smil Suppressor,,yes,m60e6,sandman-smilsuppressor
M-60,LMG,Muzzle,Sfwar Comp,,yes,m60e6,sfwarcomp
M-60,LMG,Muzzle,Sigslx QD 762 Suppressor,,yes,m60e6,sigslxqd762suppressor
M-60,LMG,Muzzle,Sigtaperedmb,,yes,m60e6,sigtaperedmb
M-60,LMG,Magazine,Compact Magazine I,,,m60e6,compact1
M-60,LMG,Magazine,Standard Magazine,yes,yes,m60e6,regular
M-60,LMG,Ammo,FMJ,yes,,m60e6,fmj
M-60,LMG,Ammo,Frangible,,,m60e6,frangible
M-60,LMG,Ammo,Hollow Point,,,m60e6,hollowpoint
M-60,LMG,Ammo,Tungsten Core,,,m60e6,tungsten
M-60,LMG,Bottom Rail,6H64 Vertical,,yes,m60e6,6ch64_vertical
M-60,LMG,Bottom Rail,Bcm Stubby,,yes,m60e6,bcm_stubby
M-60,LMG,Bottom Rail,Bt Grip Pod QD,,yes,m60e6,bt_grippod_qd
M-60,LMG,Bottom Rail,Fab Tfs,,yes,m60e6,fab_tfs
M-60,LMG,Bottom Rail,GPS2,,,m60e6,gps2
M-60,LMG,Bottom Rail,Hfga,,yes,m60e6,hfga
M-60,LMG,Bottom Rail,Kac Vertical Grip,,yes,m60e6,kac_vertical_grip
M-60,LMG,Bottom Rail,Lwrci Vfg,,yes,m60e6,lwrci_vfg
M-60,LMG,Bottom Rail,M60e6 Bipod,yes,yes,m60e6,m60e6bipod
M-60,LMG,Bottom Rail,Magpul Afg,,yes,m60e6,magpul_afg
M-60,LMG,Bottom Rail,Magpul AFG2,,yes,m60e6,magpul_afg2
M-60,LMG,Bottom Rail,Magpul Mvg,,yes,m60e6,magpul_mvg
M-60,LMG,Bottom Rail,Msbs A2 Grip,,yes,m60e6,msbs_a2_grip
M-60,LMG,Bottom Rail,Qbz Grip Pod,,,m60e6,qbz_grippod
M-60,LMG,Bottom Rail,Tango Stubby,,yes,m60e6,tango_stubby
M-60,LMG,Bottom Rail,Tangodown Vertical,,yes,m60e6,tangodown_vertical
M-60,LMG,Bottom Rail,Troy,,yes,m60e6,troy
M-60,LMG,Bottom Rail,Zenitco RK1,,yes,m60e6,zenitco_rk1
M-60,LMG,Left Rail,Modulemk3,,yes,m60e6,modulemk3
M-60,LMG,Left Rail,Sf300,,,m60e6,sf300
M-60,LMG,Left Rail,Tl Missionlight,,yes,m60e6,tl_missionlight
M-60,LMG,Right Rail,Anpeq16b,,yes,m60e6,anpeq16b
M-60,LMG,Right Rail,Dbal-a3,,yes,m60e6,dbal-a3
M-60,LMG,Right Rail,La-23,,yes,m60e6,la-23
M-60,LMG,Right Rail,Mepro Sting,,yes,m60e6,mepro_sting
M-60,LMG,Right Rail,Perst4,,yes,m60e6,perst4
M-60,LMG,Right Rail,Raidxe,,yes,m60e6,raidxe
M-60,LMG,Ergonomic,Ergonomic Grip,,,m60e6,ergonomic
M123K,LMG,Scope,A-P2 1.75X,,yes,mg4k,acrop2
M123K,LMG,Scope,PAS 35 3.00X,,yes,mg4k,anpas35
M123K,LMG,Scope,Baker 3.00X,,yes,mg4k,bravo3
M123K,LMG,Scope,BF 2M 2.50X,,,mg4k,cod2m
M123K,LMG,Scope,CCO 2.00X,,yes,mg4k,compm5b
M123K,LMG,Scope,Mini Flex 1.00X,,yes,mg4k,eflxmini
M123K,LMG,Scope,Elcandr,,yes,mg4k,elcandr
M123K,LMG,Scope,LDS 4.50X,,yes,mg4k,elcanlds
M123K,LMG,Scope,Holosundrsth,,yes,mg4k,holosundrsth
M123K,LMG,Scope,Iron Sights,,yes,mg4k,iron_sights
M123K,LMG,Scope,Marchffpshorty,,yes,mg4k,marchffpshorty
M123K,LMG,Scope,RO-M 1.75X,,yes,mg4k,meprom22
M123K,LMG,Scope,Osa-7 1.00X,,yes,mg4k,opk7
M123K,LMG,Scope,Pg350,,yes,mg4k,pg350
M123K,LMG,Scope,R-MR 1.00X,,yes,mg4k,rmr
M123K,LMG,Scope,R4T 2.00X,,yes,mg4k,romeo4t
M123K,LMG,Scope,ROX 1.50X,,yes,mg4k,romeox
M123K,LMG,Scope,Shieldcqs,,yes,mg4k,shieldcqs
M123K,LMG,Scope,Spitfire,,yes,mg4k,spitfire
M123K,LMG,Scope,Steinert536,,yes,mg4k,steinert536
M123K,LMG,Scope,S-VPS 6.00X,,yes,mg4k,tango6t
M123K,LMG,Scope,RO-M 1.75X,,yes,mg4k,trijiconmro
M123K,LMG,Scope,Trijiconrco,,yes,mg4k,trijiconrco
M123K,LMG,Scope,Trijiconreapir,,yes,mg4k,trijiconreapir
M123K,LMG,Scope,SDO 3.50X,,yes,mg4k,trijiconsdo
M123K,LMG,Scope,RO-S 1.25X,,yes,mg4k,trijiconsro
M123K,LMG,Scope,Trijiconvcog,,yes,mg4k,trijiconvcog
M123K,LMG,Scope,3VZR 1.75X,,yes,mg4k,vzor3
M123K,LMG,Scope,XPS3,yes,yes,mg4k,xps3
M123K,LMG,Secondary Sight,Canted Iron Sights,,yes,mg4k,cantedironsights
M123K,LMG,Secondary Sight,Cantedreflex,,yes,mg4k,cantedreflex
M123K,LMG,Secondary Sight,G43 Magnifier,,yes,mg4k,g43magnifier
M123K,LMG,Secondary Sight,Offsetreddot,,,mg4k,offsetreddot
M123K,LMG,Secondary Sight,Secondarysight,,,mg4k,secondarysight
M123K,LMG,Barrel,Heavy Barrel,,,mg4k,heavybarrel
M123K,LMG,Barrel,Heavy Extended Barrel,,,mg4k,heavyextendedbarrel
M123K,LMG,Barrel,Short Barrel,yes,,mg4k,shortbarrel
M123K,LMG,Muzzle,Comp Actstreamer,,yes,mg4k,compactstreamer
M123K,LMG,Muzzle,Flash Hider MG4K,yes,,mg4k,flashhidermg4k
M123K,LMG,Muzzle,Huxmb,,,mg4k,huxmb
M123K,LMG,Muzzle,Hx QD Suppressor,,yes,mg4k,hxqdsuppressor
M123K,LMG,Muzzle,Linear Comp,,yes,mg4k,kvpmachlinearcomp
M123K,LMG,Muzzle,Rotexv Suppressor,,yes,mg4k,rotexvsuppressor
M123K,LMG,Muzzle,Sakoslim Brake,,yes,mg4k,sakoslimbrake
M123K,LMG,Muzzle,Sandman-smil Suppressor,,yes,mg4k,sandman-smilsuppressor
M123K,LMG,Muzzle,Sfwar Comp,,yes,mg4k,sfwarcomp
M123K,LMG,Muzzle,Silentsteelmb,,yes,mg4k,silentsteelmb
M123K,LMG,Magazine,Extended Magazine I,,,mg4k,extended1
M123K,LMG,Magazine,Standard Magazine,yes,yes,mg4k,regular
M123K,LMG,Ammo,FMJ,yes,,mg4k,fmj
M123K,LMG,Ammo,Frangible,,,mg4k,frangible
M123K,LMG,Ammo,Hollow Point,,,mg4k,hollowpoint
M123K,LMG,Ammo,Tungsten Core,,,mg4k,tungsten
M123K,LMG,Bottom Rail,6H64 Vertical,,yes,mg4k,6ch64_vertical
M123K,LMG,Bottom Rail,Bcm Stubby,,yes,mg4k,bcm_stubby
M123K,LMG,Bottom Rail,Bt Grip Pod QD,,yes,mg4k,bt_grippod_qd
M123K,LMG,Bottom Rail,Fab Tfs,,yes,mg4k,fab_tfs
M123K,LMG,Bottom Rail,GPS2,,,mg4k,gps2
M123K,LMG,Bottom Rail,Kac Vertical Grip,,yes,mg4k,kac_vertical_grip
M123K,LMG,Bottom Rail,Lwrci Vfg,,yes,mg4k,lwrci_vfg
M123K,LMG,Bottom Rail,Magpul AFG2,,yes,mg4k,magpul_afg2
M123K,LMG,Bottom Rail,Magpul Mvg,,yes,mg4k,magpul_mvg
M123K,LMG,Bottom Rail,MG4K Bipod,yes,yes,mg4k,mg4kbipod
M123K,LMG,Bottom Rail,Msbs A2 Grip,,yes,mg4k,msbs_a2_grip
M123K,LMG,Bottom Rail,Qbz Grip Pod,,,mg4k,qbz_grippod
M123K,LMG,Bottom Rail,Tango Stubby,,yes,mg4k,tango_stubby
M123K,LMG,Bottom Rail,Tangodown Vertical,,yes,mg4k,tangodown_vertical
M123K,LMG,Bottom Rail,Troy,,yes,mg4k,troy
M123K,LMG,Bottom Rail,Zenitco RK1,,yes,mg4k,zenitco_rk1
M123K,LMG,Left Rail,Modulemk3,,yes,mg4k,modulemk3
M123K,LMG,Left Rail,Sf300,,,mg4k,sf300
M123K,LMG,Left Rail,Tl Missionlight,,yes,mg4k,tl_missionlight
M123K,LMG,Right Rail,Anpeq16b,,yes,mg4k,anpeq16b
M123K,LMG,Right Rail,Dbal-a3,,yes,mg4k,dbal-a3
M123K,LMG,Right Rail,La-23,,yes,mg4k,la-23
M123K,LMG,Right Rail,Mepro Sting,,yes,mg4k,mepro_sting
M123K,LMG,Right Rail,Perst4,,yes,mg4k,perst4
M123K,LMG,Right Rail,Raidxe,,yes,mg4k,raidxe
M123K,LMG,Ergonomic,Ergonomic Grip,,,mg4k,ergonomic
M121 A2,LMG,Scope,A-P2 1.75X,,yes,mg5,acrop2
M121 A2,LMG,Scope,PAS 35 3.00X,,yes,mg5,anpas35
M121 A2,LMG,Scope,Baker 3.00X,,yes,mg5,bravo3
M121 A2,LMG,Scope,BF 2M 2.50X,,,mg5,cod2m
M121 A2,LMG,Scope,CCO 2.00X,,yes,mg5,compm5b
M121 A2,LMG,Scope,Mini Flex 1.00X,,yes,mg5,eflxmini
M121 A2,LMG,Scope,Elcandr,,yes,mg5,elcandr
M121 A2,LMG,Scope,LDS 4.50X,,yes,mg5,elcanlds
M121 A2,LMG,Scope,Holosundrsth,,yes,mg5,holosundrsth
M121 A2,LMG,Scope,Iron Sights,,yes,mg5,ironsights
M121 A2,LMG,Scope,Marchffpshorty,,yes,mg5,marchffpshorty
M121 A2,LMG,Scope,RO-M 1.75X,,yes,mg5,meprom22
M121 A2,LMG,Scope,Osa-7 1.00X,,yes,mg5,opk7
M121 A2,LMG,Scope,Pg350,,yes,mg5,pg350
M121 A2,LMG,Scope,R-MR 1.00X,,yes,mg5,rmr
M121 A2,LMG,Scope,R4T 2.00X,,yes,mg5,romeo4t
M121 A2,LMG,Scope,ROX 1.50X,,yes,mg5,romeox
M121 A2,LMG,Scope,Shieldcqs,,yes,mg5,shieldcqs
M121 A2,LMG,Scope,Spitfire,,yes,mg5,spitfire
M121 A2,LMG,Scope,Steinert536,,yes,mg5,steinert536
M121 A2,LMG,Scope,S-VPS 6.00X,,yes,mg5,tango6t
M121 A2,LMG,Scope,RO-M 1.75X,,yes,mg5,trijiconmro
M121 A2,LMG,Scope,Trijiconrco,,yes,mg5,trijiconrco
M121 A2,LMG,Scope,Trijiconreapir,,yes,mg5,trijiconreapir
M121 A2,LMG,Scope,SDO 3.50X,,yes,mg5,trijiconsdo
M121 A2,LMG,Scope,RO-S 1.25X,,yes,mg5,trijiconsro
M121 A2,LMG,Scope,Trijiconvcog,,yes,mg5,trijiconvcog
M121 A2,LMG,Scope,3VZR 1.75X,,yes,mg5,vzor3
M121 A2,LMG,Scope,XPS3,yes,yes,mg5,xps3
M121 A2,LMG,Secondary Sight,Canted Iron Sights,,yes,mg5,cantedironsights
M121 A2,LMG,Secondary Sight,Cantedreflexslanted,,yes,mg5,cantedreflexslanted
M121 A2,LMG,Secondary Sight,G43 Magnifier,,yes,mg5,g43magnifier
M121 A2,LMG,Secondary Sight,Offsetreddot,,,mg5,offsetreddot
M121 A2,LMG,Barrel,Heavy Barrel,,,mg5,heavybarrel
M121 A2,LMG,Barrel,Heavy Extended Barrel,,,mg5,heavyextendedbarrel
M121 A2,LMG,Barrel,Short Barrel,yes,,mg5,shortbarrel
M121 A2,LMG,Muzzle,Comp Actstreamer,,yes,mg5,compactstreamer
M121 A2,LMG,Muzzle,Flash Hider MG5,yes,,mg5,flashhidermg5
M121 A2,LMG,Muzzle,Huxmb,,,mg5,huxmb
M121 A2,LMG,Muzzle,Hx QD Suppressor,,yes,mg5,hxqdsuppressor
M121 A2,LMG,Muzzle,Linear Comp,,yes,mg5,kvpmachlinearcomp
M121 A2,LMG,Muzzle,Rotexiia Suppressor,,yes,mg5,rotexiiasuppressor
M121 A2,LMG,Muzzle,Sakoslim Brake,,yes,mg5,sakoslimbrake
M121 A2,LMG,Muzzle,Sandman-smil Suppressor,,yes,mg5,sandman-smilsuppressor
M121 A2,LMG,Muzzle,Sfwar Comp,,yes,mg5,sfwarcomp
M121 A2,LMG,Muzzle,Silentsteelmb,,yes,mg5,silentsteelmb
M121 A2,LMG,Magazine,Extended Magazine I,,,mg5,extended1
M121 A2,LMG,Magazine,Fast Mag,,,mg5,fast
M121 A2,LMG,Magazine,Standard Magazine,yes,,mg5,regular
M121 A2,LMG,Ammo,FMJ,yes,,mg5,fmj
M121 A2,LMG,Ammo,Frangible,,,mg5,frangible
M121 A2,LMG,Ammo,Hollow Point,,,mg5,hollowpoint
M121 A2,LMG,Ammo,Tungsten Core,,,mg5,tungsten
M121 A2,LMG,Bottom Rail,6H64 Vertical,,yes,mg5,6ch64vertical
M121 A2,LMG,Bottom Rail,Bcm Stubby,,yes,mg5,bcmstubby
M121 A2,LMG,Bottom Rail,Bt Grip Pod QD,,yes,mg5,btgrippodqd
M121 A2,LMG,Bottom Rail,Fabtfs,,yes,mg5,fabtfs
M121 A2,LMG,Bottom Rail,GPS2,,,mg5,gps2
M121 A2,LMG,Bottom Rail,Kac Vertical Grip,,yes,mg5,kacverticalgrip
M121 A2,LMG,Bottom Rail,Lwrcivfg,,yes,mg5,lwrcivfg
M121 A2,LMG,Bottom Rail,Magpulafg,,yes,mg5,magpulafg
M121 A2,LMG,Bottom Rail,Magpulafg2,,yes,mg5,magpulafg2
M121 A2,LMG,Bottom Rail,Magpulmvg,,yes,mg5,magpulmvg
M121 A2,LMG,Bottom Rail,MG5 Bipod,yes,yes,mg5,mg5bipod
M121 A2,LMG,Bottom Rail,Msbsa2 Grip,,yes,mg5,msbsa2grip
M121 A2,LMG,Bottom Rail,Qbz Grip Pod,,,mg5,qbzgrippod
M121 A2,LMG,Bottom Rail,Tangodown Vertical,,yes,mg5,tangodownvertical
M121 A2,LMG,Bottom Rail,Tango Stubby,,yes,mg5,tangostubby
M121 A2,LMG,Bottom Rail,Troy,,yes,mg5,troy
M121 A2,LMG,Bottom Rail,Zenitcork1,,yes,mg5,zenitcork1
M121 A2,LMG,Left Rail,Modulemk3,,yes,mg5,modulemk3
M121 A2,LMG,Left Rail,Sf300,,,mg5,sf300
M121 A2,LMG,Left Rail,Tlmissionlight,,yes,mg5,tlmissionlight
M121 A2,LMG,Right Rail,Anpeq16b,,yes,mg5,anpeq16b
M121 A2,LMG,Right Rail,Dbal-a3,,yes,mg5,dbal-a3
M121 A2,LMG,Right Rail,La23peq,,yes,mg5,la23peq
M121 A2,LMG,Right Rail,Meprosting,,yes,mg5,meprosting
M121 A2,LMG,Right Rail,Perst4,,yes,mg5,perst4
M121 A2,LMG,Right Rail,Raidxe,,yes,mg5,raidxe
L110,LMG,Scope,A-P2 1.75X,,yes,minimi,acrop2
L110,LMG,Scope,PAS 35 3.00X,,yes,minimi,anpas35
L110,LMG,Scope,Baker 3.00X,,yes,minimi,bravo3
L110,LMG,Scope,BF 2M 2.50X,,,minimi,cod2m
L110,LMG,Scope,CCO 2.00X,,yes,minimi,compm5b
L110,LMG,Scope,Mini Flex 1.00X,,yes,minimi,eflxmini
L110,LMG,Scope,Elcandr,,yes,minimi,elcandr
L110,LMG,Scope,LDS 4.50X,,yes,minimi,elcanlds
L110,LMG,Scope,Holosundrsth,,yes,minimi,holosundrsth
L110,LMG,Scope,Iron Sights,,yes,minimi,iron_sights
L110,LMG,Scope,Marchffpshorty,,yes,minimi,marchffpshorty
L110,LMG,Scope,RO-M 1.75X,,yes,minimi,meprom22
L110,LMG,Scope,Osa-7 1.00X,,yes,minimi,opk7
L110,LMG,Scope,Pg350,,yes,minimi,pg350
L110,LMG,Scope,R-MR 1.00X,,yes,minimi,rmr
L110,LMG,Scope,R4T 2.00X,yes,yes,minimi,romeo4t
L110,LMG,Scope,ROX 1.50X,,yes,minimi,romeox
L110,LMG,Scope,Shieldcqs,,yes,minimi,shieldcqs
L110,LMG,Scope,Spitfire,,yes,minimi,spitfire
L110,LMG,Scope,Steinert536,,yes,minimi,steinert536
L110,LMG,Scope,S-VPS 6.00X,,yes,minimi,tango6t
L110,LMG,Scope,RO-M 1.75X,,yes,minimi,trijiconmro
L110,LMG,Scope,Trijiconrco,,yes,minimi,trijiconrco
L110,LMG,Scope,Trijiconreapir,,yes,minimi,trijiconreapir
L110,LMG,Scope,SDO 3.50X,,yes,minimi,trijiconsdo
L110,LMG,Scope,RO-S 1.25X,,yes,minimi,trijiconsro
L110,LMG,Scope,Trijiconvcog,,yes,minimi,trijiconvcog
L110,LMG,Scope,3VZR 1.75X,,yes,minimi,vzor3
L110,LMG,Scope,XPS3,,yes,minimi,xps3
L110,LMG,Secondary Sight,Canted Iron Sights,,yes,minimi,cantedironsights
L110,LMG,Secondary Sight,Cantedreflex,,yes,minimi,cantedreflex
L110,LMG,Secondary Sight,G43 Magnifier,,yes,minimi,g43magnifier
L110,LMG,Secondary Sight,Offsetreddot,,,minimi,offsetreddot
L110,LMG,Secondary Sight,Secondarysight,,yes,minimi,secondarysight
L110,LMG,Barrel,Heavy Barrel,yes,yes,minimi,heavybarrel
L110,LMG,Barrel,Heavy Extended Barrel,,,minimi,hvyext
L110,LMG,Barrel,Light Barrel,,yes,minimi,lightbarrel
L110,LMG,Muzzle,Flash Hider Minimi556,yes,yes,minimi,flashhiderminimi556
L110,LMG,Muzzle,Hx QD Suppressor,,yes,minimi,hxqd_suppressor
L110,LMG,Muzzle,Linear Comp,,yes,minimi,kvpmachlinearcomp
L110,LMG,Muzzle,M4 QD Mams,,yes,minimi,m4qdmams
L110,LMG,Muzzle,NT4 QD Suppressor,,yes,minimi,nt4_qd_suppressor
L110,LMG,Muzzle,Rotex V,,yes,minimi,rotex_v
L110,LMG,Muzzle,Rsmicrotactical,,yes,minimi,rsmicrotactical
L110,LMG,Muzzle,Sfwar Comp,,yes,minimi,sfwarcomp
L110,LMG,Muzzle,Socom Mb,,yes,minimi,socom_mb
L110,LMG,Muzzle,Socom RC3,,yes,minimi,socom_rc3
L110,LMG,Muzzle,Tionmb58x24,,yes,minimi,tionmb58x24
L110,LMG,Magazine,Extended Magazine I,,,minimi,extended1
L110,LMG,Magazine,Standard Magazine,yes,,minimi,regular
L110,LMG,Ammo,FMJ,yes,,minimi,fmj
L110,LMG,Ammo,Frangible,,,minimi,frangible
L110,LMG,Ammo,Hollow Point,,,minimi,hollowpoint
L110,LMG,Ammo,Tungsten Core,,,minimi,tungsten
L110,LMG,Bottom Rail,6H64 Vertical,,yes,minimi,6ch64_vertical
L110,LMG,Bottom Rail,Atlas V8,,yes,minimi,atlas_v8
L110,LMG,Bottom Rail,Bcm Stubby,,yes,minimi,bcm_stubby
L110,LMG,Bottom Rail,Bt Grip Pod QD,,yes,minimi,bt_grippod_qd
L110,LMG,Bottom Rail,Fab Tfs,,yes,minimi,fab_tfs
L110,LMG,Bottom Rail,GPS2,yes,,minimi,gps2
L110,LMG,Bottom Rail,Kac Vertical Grip,,yes,minimi,kac_vertical_grip
L110,LMG,Bottom Rail,Lwrci Vfg,,yes,minimi,lwrci_vfg
L110,LMG,Bottom Rail,Magpul Afg,,yes,minimi,magpul_afg
L110,LMG,Bottom Rail,Magpul AFG2,,yes,minimi,magpul_afg2
L110,LMG,Bottom Rail,Magpul Mvg,,yes,minimi,magpul_mvg
L110,LMG,Bottom Rail,Msbs A2 Grip,,yes,minimi,msbs_a2_grip
L110,LMG,Bottom Rail,Qbz Grip Pod,,,minimi,qbz_grippod
L110,LMG,Bottom Rail,Tango Stubby,,yes,minimi,tango_stubby
L110,LMG,Bottom Rail,Tangodown Vertical,,yes,minimi,tangodown_vertical
L110,LMG,Bottom Rail,Troy,,yes,minimi,troy
L110,LMG,Bottom Rail,Zenitco RK1,,yes,minimi,zenitco_rk1
L110,LMG,Top Rail,Top Rail,,,minimi,toprail
L110,LMG,Left Rail,Modulemk3,,yes,minimi,modulemk3
L110,LMG,Left Rail,Sf300,,,minimi,sf300
L110,LMG,Left Rail,Tl Missionlight,,yes,minimi,tl_missionlight
L110,LMG,Right Rail,Anpeq16b,,yes,minimi,anpeq16b
L110,LMG,Right Rail,Dbal-a3,,yes,minimi,dbal-a3
L110,LMG,Right Rail,La-23,yes,yes,minimi,la-23
L110,LMG,Right Rail,Mepro Sting,,yes,minimi,mepro_sting
L110,LMG,Right Rail,Perst4,,yes,minimi,perst4
L110,LMG,Right Rail,Raidxe,,yes,minimi,raidxe
L110,LMG,Right Rail,Right Rail,,,minimi,rightrail
L110,LMG,Ergonomic,Ergonomic Grip,,,minimi,ergonomic
L110,LMG,Ergonomic,Recoil Buffer,,,minimi,recoilbuffer
RPK74M,LMG,Scope,A-P2 1.75X,,yes,rpk74m,acrop2
RPK74M,LMG,Scope,PAS 35 3.00X,,yes,rpk74m,anpas35
RPK74M,LMG,Scope,Baker 3.00X,yes,yes,rpk74m,bravo3
RPK74M,LMG,Scope,BF 2M 2.50X,,,rpk74m,cod2m
